t1kepr	1kepr	t1fit	1fit	1res	t2kepr	2kepr	t2fit	2fit	2res
50.696	2052	41.6996	2091.55	-39.5464	50.696	1718	41.2161	1713.49	4.51389
50.7106	2055	41.7143	2091.38	-36.3758	50.7106	1716	41.2308	1712.75	3.25414
50.7253	2056	41.7289	2091.21	-35.2055	50.7253	1715	41.2454	1712.01	2.99407
50.7399	2057	41.7436	2091.04	-34.0352	50.7399	1714	41.2601	1711.27	2.73418
50.7546	2058	41.7582	2090.87	-32.8653	50.7546	1713	41.2747	1710.53	2.47347
50.7692	2059	41.7729	2090.7	-31.6956	50.7692	1712	41.2894	1709.79	2.21244
50.7839	2059	41.7875	2090.53	-31.5262	50.7839	1712	41.304	1709.05	2.95109
50.7985	2057	41.8022	2090.36	-33.3569	50.7985	1712	41.3187	1708.31	3.68942
50.8132	2055	41.8169	2090.19	-35.1877	50.8132	1713	41.3333	1707.57	5.42794
50.8278	2051	41.8315	2090.02	-39.0189	50.8278	1713	41.348	1706.83	6.16563
50.8425	2049	41.8461	2089.85	-40.8503	50.8425	1712	41.3626	1706.1	5.903
50.8571	2048	41.8608	2089.68	-41.6819	50.8571	1712	41.3773	1705.36	6.64005
50.8718	2049	41.8755	2089.51	-40.5137	50.8718	1711	41.3919	1704.62	6.37679
50.8864	2051	41.8901	2089.35	-38.3456	50.8864	1710	41.4066	1703.89	6.11371
50.9011	2053	41.9048	2089.18	-36.1778	50.9011	1708	41.4213	1703.15	4.84981
50.9158	2055	41.9194	2089.01	-34.0103	50.9158	1706	41.4359	1702.41	3.58559
50.9304	2055	41.9341	2088.84	-33.8429	50.9304	1705	41.4506	1701.68	3.32105
50.9451	2055	41.9487	2088.68	-33.6758	50.9451	1704	41.4652	1700.94	3.0562
50.9597	2055	41.9634	2088.51	-33.5087	50.9597	1706	41.4799	1700.21	5.79153
50.9744	2054	41.978	2088.34	-34.342	50.9744	1706	41.4945	1699.47	6.52604
50.989	2052	41.9927	2088.18	-36.1755	50.989	1706	41.5092	1698.74	7.26024
51.0037	2051	42.0073	2088.01	-37.0092	51.0037	1704	41.5238	1698.01	5.99412
51.0183	2050	42.022	2087.84	-37.843	51.0183	1703	41.5385	1697.27	5.72818
51.033	2049	42.0366	2087.68	-38.6772	51.033	1702	41.5531	1696.54	5.46143
51.0476	2049	42.0513	2087.51	-38.5115	51.0476	1701	41.5678	1695.81	5.19436
51.0623	2048	42.0659	2087.35	-39.3461	51.0623	1700	41.5824	1695.07	4.92697
51.0769	2047	42.0806	2087.18	-40.1808	51.0769	1699	41.5971	1694.34	4.65927
51.0916	2046	42.0952	2087.02	-41.0157	51.0916	1699	41.6117	1693.61	5.39175
51.1062	2046	42.1099	2086.85	-40.8509	51.1062	1699	41.6264	1692.88	6.12342
51.1209	2045	42.1245	2086.69	-41.6862	51.1209	1699	41.641	1692.15	6.85477
51.1355	2045	42.1392	2086.52	-41.5218	51.1355	1699	41.6557	1691.41	7.58581
51.1502	2043	42.1538	2086.36	-43.3576	51.1502	1699	41.6703	1690.68	8.31653
51.1648	2040	42.1685	2086.19	-46.1935	51.1648	1698	41.685	1689.95	8.04744
51.1795	2038	42.1831	2086.03	-48.0298	51.1795	1697	41.6996	1689.22	7.77754
51.1941	2036	42.1978	2085.87	-49.8662	51.1941	1695	41.7143	1688.49	6.50732
51.2088	2035	42.2125	2085.7	-50.7028	51.2088	1696	41.7289	1687.76	8.23679
51.2234	2034	42.2271	2085.54	-51.5396	51.2234	1695	41.7436	1687.03	7.96594
51.2381	2034	42.2418	2085.38	-51.3766	51.2381	1694	41.7583	1686.3	7.69528
51.2527	2036	42.2564	2085.21	-49.2138	51.2527	1694	41.7729	1685.58	8.4238
51.2674	2038	42.2711	2085.05	-47.0513	51.2674	1695	41.7876	1684.85	10.152
51.282	2039	42.2857	2084.89	-45.8889	51.282	1696	41.8022	1684.12	11.8799
51.2967	2039	42.3004	2084.73	-45.7268	51.2967	1696	41.8169	1683.39	12.6075
51.3114	2038	42.315	2084.56	-46.5648	51.3114	1697	41.8315	1682.66	14.3353
51.326	2039	42.3297	2084.4	-45.4031	51.326	1697	41.8462	1681.94	15.0622
51.3407	2040	42.3443	2084.24	-44.2415	51.3407	1697	41.8608	1681.21	15.7889
51.3553	2040	42.359	2084.08	-44.0802	51.3553	1697	41.8755	1680.48	16.5152
51.37	2039	42.3736	2083.92	-44.9191	51.37	1696	41.8901	1679.76	16.2413
51.3846	2039	42.3883	2083.76	-44.7581	51.3846	1696	41.9048	1679.03	16.9675
51.3993	2039	42.4029	2083.6	-44.5974	51.3993	1695	41.9194	1678.31	16.6929
51.4139	2039	42.4176	2083.44	-44.4369	51.4139	1694	41.9341	1677.58	16.418
51.4286	2040	42.4322	2083.28	-43.2766	51.4286	1694	41.9487	1676.86	17.1428
51.4432	2040	42.4469	2083.12	-43.1165	51.4432	1694	41.9634	1676.13	17.8672
51.4579	2039	42.4615	2082.96	-43.9565	51.4579	1694	41.978	1675.41	18.5919
51.4725	2039	42.4762	2082.8	-43.7968	51.4725	1694	41.9927	1674.68	19.3158
51.4872	2038	42.4908	2082.64	-44.6373	51.4872	1693	42.0073	1673.96	19.0393
51.5018	2036	42.5055	2082.48	-46.478	51.5018	1693	42.022	1673.24	19.7625
51.5165	2034	42.5201	2082.32	-48.3189	51.5165	1693	42.0366	1672.51	20.4855
51.5311	2032	42.5348	2082.16	-50.16	51.5311	1692	42.0513	1671.79	20.2086
51.5458	2029	42.5494	2082	-53.0013	51.5458	1692	42.0659	1671.07	20.9309
51.5604	2027	42.5641	2081.84	-54.8428	51.5604	1692	42.0806	1670.35	21.6529
51.5751	2024	42.5787	2081.68	-57.6845	51.5751	1693	42.0952	1669.63	23.3746
51.5897	2022	42.5934	2081.53	-59.5264	51.5897	1694	42.1099	1668.9	25.0959
51.6044	2022	42.6081	2081.37	-59.3684	51.6044	1695	42.1245	1668.18	26.8175
51.6191	2022	42.6227	2081.21	-59.2108	51.6191	1693	42.1392	1667.46	25.5383
51.6337	2023	42.6374	2081.05	-58.0533	51.6337	1691	42.1538	1666.74	24.2587
51.6484	2023	42.652	2080.9	-57.896	51.6484	1690	42.1685	1666.02	23.9789
51.663	2022	42.6667	2080.74	-58.7389	51.663	1690	42.1831	1665.3	24.6987
51.6777	2020	42.6813	2080.58	-60.5819	51.6777	1689	42.1978	1664.58	24.4187
51.6923	2018	42.696	2080.43	-62.4252	51.6923	1687	42.2125	1663.86	23.138
51.707	2017	42.7106	2080.27	-63.2687	51.707	1685	42.2271	1663.14	21.8569
51.7216	2016	42.7253	2080.11	-64.1124	51.7216	1685	42.2418	1662.42	22.5755
51.7363	2015	42.7399	2079.96	-64.9563	51.7363	1686	42.2564	1661.71	24.2938
51.7509	2014	42.7546	2079.8	-65.8003	51.7509	1686	42.2711	1660.99	25.0123
51.7656	2013	42.7692	2079.64	-66.6446	51.7656	1686	42.2857	1660.27	25.73
51.7802	2013	42.7839	2079.49	-66.4891	51.7802	1686	42.3004	1659.55	26.4474
51.7949	2014	42.7985	2079.33	-65.3338	51.7949	1686	42.315	1658.84	27.1644
51.8095	2013	42.8132	2079.18	-66.1787	51.8095	1686	42.3297	1658.12	27.8812
51.8242	2014	42.8278	2079.02	-65.0237	51.8242	1688	42.3443	1657.4	30.5982
51.8388	2015	42.8425	2078.87	-63.869	51.8388	1689	42.359	1656.69	32.3143
51.8535	2016	42.8571	2078.71	-62.7145	51.8535	1688	42.3736	1655.97	32.0302
51.8681	2016	42.8718	2078.56	-62.5601	51.8681	1687	42.3883	1655.25	31.7458
51.8828	2017	42.8864	2078.41	-61.406	51.8828	1686	42.4029	1654.54	31.461
51.8974	2018	42.9011	2078.25	-60.252	51.8974	1684	42.4176	1653.82	30.1764
51.9121	2017	42.9158	2078.1	-61.0982	51.9121	1683	42.4322	1653.11	29.8911
51.9267	2016	42.9304	2077.94	-61.9447	51.9267	1683	42.4469	1652.39	30.6054
51.9414	2015	42.945	2077.79	-62.7913	51.9414	1682	42.4615	1651.68	30.3194
51.956	2015	42.9597	2077.64	-62.6382	51.956	1680	42.4762	1650.97	29.0332
51.9707	2015	42.9744	2077.49	-62.4851	51.9707	1679	42.4909	1650.25	28.7471
51.9853	2014	42.989	2077.33	-63.3323	51.9853	1678	42.5055	1649.54	28.4602
52	2014	43.0037	2077.18	-63.1798	52	1676	42.5202	1648.83	27.173
52.0147	2013	43.0183	2077.03	-64.0274	52.0147	1674	42.5348	1648.11	25.8856
52.0293	2012	43.033	2076.88	-64.8752	52.0293	1672	42.5495	1647.4	24.5978
52.044	2011	43.0476	2076.72	-65.7231	52.044	1671	42.5641	1646.69	24.3102
52.0586	2010	43.0623	2076.57	-66.5713	52.0586	1671	42.5788	1645.98	25.0218
52.0733	2010	43.0769	2076.42	-66.4197	52.0733	1670	42.5934	1645.27	24.7331
52.0879	2011	43.0916	2076.27	-65.2682	52.0879	1669	42.6081	1644.56	24.4441
52.1026	2012	43.1062	2076.12	-64.117	52.1026	1668	42.6227	1643.85	24.1548
52.1172	2012	43.1209	2075.97	-63.9658	52.1172	1666	42.6374	1643.13	22.8657
52.1319	2012	43.1355	2075.81	-63.815	52.1319	1664	42.652	1642.42	21.5758
52.1465	2012	43.1502	2075.66	-63.6643	52.1465	1661	42.6667	1641.71	19.2856
52.1612	2011	43.1648	2075.51	-64.5139	52.1612	1658	42.6813	1641	16.9951
52.1758	2011	43.1795	2075.36	-64.3636	52.1758	1655	42.696	1640.3	14.7043
52.1905	2011	43.1941	2075.21	-64.2134	52.1905	1652	42.7106	1639.59	12.4137
52.2051	2012	43.2088	2075.06	-63.0635	52.2051	1647	42.7253	1638.88	8.12225
52.2198	2014	43.2234	2074.91	-60.9138	52.2198	1642	42.7399	1638.17	3.83055
52.2344	2016	43.2381	2074.76	-58.7643	52.2344	1639	42.7546	1637.46	1.53854
52.2491	2019	43.2527	2074.61	-55.6149	52.2491	1637	42.7692	1636.75	0.246239
52.2637	2020	43.2674	2074.47	-54.4657	52.2637	1635	42.7839	1636.05	-1.04588
52.2784	2018	43.282	2074.32	-56.3167	52.2784	1634	42.7985	1635.34	-1.33878
52.293	2016	43.2967	2074.17	-58.168	52.293	1633	42.8132	1634.63	-1.63198
52.3077	2016	43.3114	2074.02	-58.0194	52.3077	1632	42.8278	1633.93	-1.92549
52.3223	2017	43.326	2073.87	-56.871	52.3223	1631	42.8425	1633.22	-2.21929
52.337	2018	43.3407	2073.72	-55.7227	52.337	1630	42.8572	1632.51	-2.5129
52.3516	2018	43.3553	2073.57	-55.5747	52.3516	1627	42.8718	1631.81	-4.8073
52.3663	2017	43.37	2073.43	-56.4269	52.3663	1625	42.8865	1631.1	-6.10199
52.3809	2015	43.3846	2073.28	-58.2792	52.3809	1624	42.9011	1630.4	-6.39699
52.3956	2013	43.3993	2073.13	-60.1318	52.3956	1625	42.9158	1629.69	-4.69228
52.4103	2013	43.4139	2072.98	-59.9844	52.4103	1627	42.9304	1628.99	-1.98739
52.4249	2014	43.4286	2072.84	-58.8373	52.4249	1627	42.9451	1628.28	-1.28327
52.4396	2014	43.4432	2072.69	-58.6904	52.4396	1626	42.9597	1627.58	-1.57946
52.4542	2014	43.4579	2072.54	-58.5437	52.4542	1626	42.9744	1626.88	-0.875937
52.4689	2014	43.4725	2072.4	-58.3972	52.4689	1626	42.989	1626.17	-0.172715
52.4835	2015	43.4872	2072.25	-57.2508	52.4835	1627	43.0037	1625.47	1.53069
52.4982	2016	43.5018	2072.1	-56.1046	52.4982	1628	43.0183	1624.77	3.23332
52.5128	2016	43.5165	2071.96	-55.9586	52.5128	1629	43.033	1624.06	4.93565
52.5275	2015	43.5311	2071.81	-56.8129	52.5275	1628	43.0476	1623.36	4.63769
52.5421	2013	43.5458	2071.67	-58.6673	52.5421	1627	43.0623	1622.66	4.33943
52.5568	2009	43.5604	2071.52	-62.5218	52.5568	1625	43.0769	1621.96	3.04135
52.5714	2007	43.5751	2071.38	-64.3765	52.5714	1623	43.0916	1621.26	1.7425
52.5861	2005	43.5897	2071.23	-66.2315	52.5861	1620	43.1062	1620.56	-0.556648
52.6007	2004	43.6044	2071.09	-67.0866	52.6007	1616	43.1209	1619.86	-3.85609
52.6154	2004	43.619	2070.94	-66.9419	52.6154	1613	43.1355	1619.16	-6.15583
52.63	2004	43.6337	2070.8	-66.7973	52.63	1611	43.1502	1618.46	-7.45538
52.6447	2003	43.6483	2070.65	-67.653	52.6447	1609	43.1648	1617.76	-8.75571
52.6593	2004	43.663	2070.51	-66.5089	52.6593	1607	43.1795	1617.06	-10.0563
52.674	2006	43.6777	2070.36	-64.3649	52.674	1605	43.1941	1616.36	-11.3572
52.6886	2010	43.6923	2070.22	-60.2212	52.6886	1602	43.2088	1615.66	-13.6585
52.7033	2014	43.707	2070.08	-56.0775	52.7033	1600	43.2235	1614.96	-14.9595
52.718	2016	43.7216	2069.93	-53.9341	52.718	1599	43.2381	1614.26	-15.2613
52.7326	2018	43.7363	2069.79	-51.7909	52.7326	1597	43.2527	1613.56	-16.5634
52.7473	2019	43.7509	2069.65	-50.6478	52.7473	1596	43.2674	1612.87	-16.8658
52.7619	2019	43.7656	2069.5	-50.505	52.7619	1596	43.282	1612.17	-16.1684
52.7766	2021	43.7802	2069.36	-48.3622	52.7766	1597	43.2967	1611.47	-14.4709
52.7912	2023	43.7949	2069.22	-46.2197	52.7912	1598	43.3114	1610.77	-12.7742
52.8059	2024	43.8095	2069.08	-45.0774	52.8059	1598	43.326	1610.08	-12.0778
52.8205	2024	43.8242	2068.94	-44.9352	52.8205	1599	43.3407	1609.38	-10.3816
52.8352	2024	43.8388	2068.79	-44.7933	52.8352	1599	43.3553	1608.69	-9.68575
52.8498	2023	43.8535	2068.65	-45.6514	52.8498	1598	43.37	1607.99	-9.98971
52.8645	2023	43.8681	2068.51	-45.5098	52.8645	1597	43.3846	1607.29	-10.2944
52.8791	2022	43.8828	2068.37	-46.3684	52.8791	1595	43.3993	1606.6	-11.5995
52.8938	2021	43.8974	2068.23	-47.2271	52.8938	1594	43.4139	1605.9	-11.9048
52.9084	2020	43.9121	2068.09	-48.086	52.9084	1595	43.4286	1605.21	-10.2104
52.9231	2019	43.9267	2067.95	-48.9451	52.9231	1596	43.4432	1604.52	-8.51578
52.9377	2017	43.9414	2067.8	-50.8044	52.9377	1598	43.4579	1603.82	-5.82196
52.9524	2014	43.956	2067.66	-53.6638	52.9524	1599	43.4725	1603.13	-4.12844
52.967	2011	43.9707	2067.52	-56.5235	52.967	1600	43.4872	1602.44	-2.4352
52.9817	2009	43.9853	2067.38	-58.3833	52.9817	1602	43.5018	1601.74	0.257745
52.9963	2008	44	2067.24	-59.2432	52.9963	1605	43.5165	1601.05	3.95087
53.011	2007	44.0147	2067.1	-60.1034	53.011	1607	43.5311	1600.36	6.64324
53.0256	2005	44.0293	2066.96	-61.9637	53.0256	1607	43.5458	1599.66	7.33531
53.0403	2003	44.0439	2066.82	-63.8243	53.0403	1607	43.5604	1598.97	8.0271
53.0549	2002	44.0586	2066.68	-64.6849	53.0549	1607	43.5751	1598.28	8.71906
53.0696	2003	44.0733	2066.55	-63.5458	53.0696	1608	43.5898	1597.59	10.4103
53.0842	2004	44.0879	2066.41	-62.4068	53.0842	1608	43.6044	1596.9	11.1012
53.0989	2006	44.1026	2066.27	-60.2681	53.0989	1608	43.6191	1596.21	11.7918
53.1135	2006	44.1172	2066.13	-60.1295	53.1135	1606	43.6337	1595.52	10.4822
53.1282	2006	44.1319	2065.99	-59.991	53.1282	1604	43.6484	1594.83	9.17267
53.1429	2005	44.1465	2065.85	-60.8527	53.1429	1601	43.663	1594.14	6.86243
53.1575	2005	44.1612	2065.71	-60.7147	53.1575	1599	43.6777	1593.45	5.55191
53.1722	2004	44.1758	2065.58	-61.5768	53.1722	1596	43.6923	1592.76	3.24109
53.1868	2004	44.1905	2065.44	-61.4391	53.1868	1594	43.707	1592.07	1.92999
53.2015	2002	44.2051	2065.3	-63.3014	53.2015	1591	43.7216	1591.38	-0.380932
53.2161	2001	44.2198	2065.16	-64.1641	53.2161	1590	43.7363	1590.69	-0.692611
53.2308	2001	44.2344	2065.03	-64.0269	53.2308	1589	43.7509	1590	-1.00458
53.2454	2001	44.2491	2064.89	-63.8899	53.2454	1587	43.7656	1589.32	-2.31683
53.2601	2003	44.2637	2064.75	-61.753	53.2601	1586	43.7802	1588.63	-2.62937
53.2747	2003	44.2784	2064.62	-61.6163	53.2747	1582	43.7949	1587.94	-5.94173
53.2894	2004	44.293	2064.48	-60.4798	53.2894	1579	43.8095	1587.25	-8.25484
53.304	2003	44.3077	2064.34	-61.3434	53.304	1578	43.8242	1586.57	-8.56824
53.3187	2004	44.3223	2064.21	-60.2073	53.3187	1578	43.8388	1585.88	-7.88193
53.3333	2004	44.337	2064.07	-60.0713	53.3333	1579	43.8535	1585.2	-6.1959
53.348	2006	44.3517	2063.94	-57.9354	53.348	1579	43.8681	1584.51	-5.50969
53.3626	2007	44.3663	2063.8	-56.7998	53.3626	1580	43.8828	1583.82	-3.82424
53.3773	2006	44.3809	2063.66	-57.6643	53.3773	1581	43.8974	1583.14	-2.13907
53.3919	2006	44.3956	2063.53	-57.529	53.3919	1581	43.9121	1582.45	-1.45418
53.4066	2005	44.4103	2063.39	-58.3939	53.4066	1581	43.9267	1581.77	-0.769582
53.4213	2005	44.4249	2063.26	-58.2588	53.4213	1579	43.9414	1581.08	-2.0848
53.4359	2004	44.4396	2063.12	-59.1241	53.4359	1576	43.956	1580.4	-4.40077
53.4506	2004	44.4542	2062.99	-58.9894	53.4506	1572	43.9707	1579.72	-7.71703
53.4652	2004	44.4689	2062.85	-58.855	53.4652	1568	43.9854	1579.03	-11.0336
53.4798	2003	44.4835	2062.72	-59.7207	53.4798	1566	44	1578.35	-12.3504
53.4945	2001	44.4982	2062.59	-61.5865	53.4945	1565	44.0147	1577.67	-12.667
53.5092	2001	44.5128	2062.45	-61.4526	53.5092	1563	44.0293	1576.98	-13.9844
53.5238	2000	44.5275	2062.32	-62.3188	53.5238	1560	44.044	1576.3	-16.3021
53.5385	2001	44.5421	2062.19	-61.1852	53.5385	1558	44.0586	1575.62	-17.6201
53.5531	2000	44.5568	2062.05	-62.0518	53.5531	1556	44.0733	1574.94	-18.9383
53.5678	2000	44.5714	2061.92	-61.9185	53.5678	1556	44.0879	1574.26	-18.2564
53.5824	2000	44.5861	2061.79	-61.7854	53.5824	1556	44.1026	1573.58	-17.5752
53.5971	1999	44.6007	2061.65	-62.6525	53.5971	1557	44.1172	1572.89	-15.8943
53.6117	1999	44.6154	2061.52	-62.5197	53.6117	1556	44.1319	1572.21	-16.2136
53.6264	1999	44.63	2061.39	-62.3871	53.6264	1555	44.1465	1571.53	-16.5333
53.641	1998	44.6447	2061.25	-63.2546	53.641	1554	44.1612	1570.85	-16.8528
53.6557	1996	44.6593	2061.12	-65.1224	53.6557	1554	44.1758	1570.17	-16.173
53.6703	1995	44.674	2060.99	-65.9903	53.6703	1554	44.1905	1569.49	-15.4935
53.685	1992	44.6886	2060.86	-68.8584	53.685	1555	44.2051	1568.81	-13.8143
53.6996	1990	44.7033	2060.73	-70.7266	53.6996	1556	44.2198	1568.14	-12.1354
53.7143	1988	44.718	2060.59	-72.595	53.7143	1558	44.2344	1567.46	-9.45626
53.7289	1987	44.7326	2060.46	-73.4636	53.7289	1562	44.2491	1566.78	-4.77789
53.7436	1987	44.7472	2060.33	-73.3323	53.7436	1566	44.2637	1566.1	-0.0998008
53.7582	1987	44.7619	2060.2	-73.2012	53.7582	1571	44.2784	1565.42	5.57801
53.7729	1985	44.7766	2060.07	-75.0703	53.7729	1574	44.293	1564.74	9.25553
53.7876	1985	44.7912	2059.94	-74.9395	53.7876	1577	44.3077	1564.07	12.9332
53.8022	1985	44.8059	2059.81	-74.8089	53.8022	1579	44.3224	1563.39	15.6102
53.8169	1984	44.8205	2059.68	-75.6785	53.8169	1579	44.337	1562.71	16.2869
53.8315	1985	44.8352	2059.55	-74.5482	53.8315	1578	44.3516	1562.04	15.9633
53.8462	1984	44.8498	2059.42	-75.4181	53.8462	1579	44.3663	1561.36	17.6394
53.8608	1985	44.8645	2059.29	-74.2881	53.8608	1579	44.381	1560.68	18.3157
53.8755	1987	44.8791	2059.16	-72.1583	53.8755	1580	44.3956	1560.01	19.9913
53.8901	1989	44.8938	2059.03	-70.0287	53.8901	1580	44.4103	1559.33	20.6666
53.9048	1991	44.9084	2058.9	-67.8993	53.9048	1581	44.4249	1558.66	22.3416
53.9194	1994	44.9231	2058.77	-64.77	53.9194	1584	44.4396	1557.98	26.0163
53.9341	1996	44.9377	2058.64	-62.6409	53.9341	1586	44.4542	1557.31	28.6912
53.9487	1996	44.9524	2058.51	-62.5119	53.9487	1589	44.4689	1556.63	32.3654
53.9634	1997	44.967	2058.38	-61.3831	53.9634	1590	44.4835	1555.96	34.0393
53.978	1997	44.9817	2058.25	-61.2545	53.978	1589	44.4982	1555.29	33.7129
53.9927	1997	44.9963	2058.13	-61.1261	53.9927	1586	44.5128	1554.61	31.3862
54.0073	1996	45.011	2058	-61.9977	54.0073	1583	44.5275	1553.94	29.0597
54.022	1994	45.0256	2057.87	-63.8696	54.022	1580	44.5421	1553.27	26.7325
54.0366	1992	45.0403	2057.74	-65.7416	54.0366	1576	44.5568	1552.6	23.405
54.0513	1992	45.0549	2057.61	-65.6138	54.0513	1573	44.5714	1551.92	21.0772
54.0659	1992	45.0696	2057.49	-65.4861	54.0659	1570	44.5861	1551.25	18.7492
54.0806	1991	45.0842	2057.36	-66.3586	54.0806	1568	44.6007	1550.58	17.4213
54.0952	1990	45.0989	2057.23	-67.2312	54.0952	1567	44.6154	1549.91	17.0927
54.1099	1990	45.1136	2057.1	-67.1041	54.1099	1565	44.63	1549.24	15.7638
54.1245	1990	45.1282	2056.98	-66.9771	54.1245	1565	44.6447	1548.57	16.4346
54.1392	1989	45.1428	2056.85	-67.8502	54.1392	1564	44.6593	1547.89	16.1052
54.1538	1988	45.1575	2056.72	-68.7235	54.1538	1562	44.674	1547.22	14.7759
54.1685	1987	45.1722	2056.6	-69.597	54.1685	1559	44.6887	1546.55	12.4459
54.1831	1987	45.1868	2056.47	-69.4706	54.1831	1555	44.7033	1545.88	9.11567
54.1978	1987	45.2015	2056.34	-69.3444	54.1978	1551	44.718	1545.21	5.78512
54.2124	1988	45.2161	2056.22	-68.2184	54.2124	1546	44.7326	1544.55	1.4543
54.2271	1990	45.2308	2056.09	-66.0924	54.2271	1542	44.7473	1543.88	-1.87633
54.2418	1990	45.2454	2055.97	-65.9667	54.2418	1538	44.7619	1543.21	-5.20771
54.2564	1990	45.2601	2055.84	-65.8411	54.2564	1534	44.7766	1542.54	-8.53935
54.2711	1987	45.2747	2055.72	-68.7157	54.2711	1531	44.7912	1541.87	-10.8713
54.2857	1984	45.2894	2055.59	-71.5905	54.2857	1529	44.8059	1541.2	-12.2035
54.3004	1983	45.304	2055.47	-72.4653	54.3004	1528	44.8205	1540.54	-12.5355
54.315	1983	45.3187	2055.34	-72.3404	54.315	1528	44.8352	1539.87	-11.8682
54.3297	1984	45.3333	2055.22	-71.2156	54.3297	1527	44.8498	1539.2	-12.2012
54.3443	1985	45.348	2055.09	-70.091	54.3443	1526	44.8645	1538.53	-12.5345
54.359	1987	45.3626	2054.97	-67.9665	54.359	1527	44.8791	1537.87	-10.8681
54.3736	1989	45.3773	2054.84	-65.8422	54.3736	1527	44.8938	1537.2	-10.2015
54.3883	1991	45.3919	2054.72	-63.718	54.3883	1528	44.9084	1536.54	-8.53561
54.4029	1992	45.4066	2054.59	-62.594	54.4029	1531	44.9231	1535.87	-4.87
54.4176	1993	45.4212	2054.47	-61.4702	54.4176	1533	44.9377	1535.2	-2.20466
54.4322	1994	45.4359	2054.35	-60.3465	54.4322	1535	44.9524	1534.54	0.460403
54.4469	1994	45.4506	2054.22	-60.2229	54.4469	1536	44.967	1533.87	2.12565
54.4615	1996	45.4652	2054.1	-58.0996	54.4615	1537	44.9817	1533.21	3.79017
54.4762	1995	45.4798	2053.98	-58.9764	54.4762	1537	44.9963	1532.55	4.45441
54.4908	1993	45.4945	2053.85	-60.8533	54.4908	1536	45.011	1531.88	4.11839
54.5055	1990	45.5092	2053.73	-63.7305	54.5055	1535	45.0256	1531.22	3.78209
54.5202	1987	45.5238	2053.61	-66.6076	54.5202	1534	45.0403	1530.55	3.44597
54.5348	1985	45.5385	2053.49	-68.4851	54.5348	1532	45.0549	1529.89	2.10913
54.5495	1983	45.5531	2053.36	-70.3626	54.5495	1532	45.0696	1529.23	2.77202
54.5641	1981	45.5678	2053.24	-72.2404	54.5641	1531	45.0843	1528.57	2.43463
54.5787	1979	45.5824	2053.12	-74.1183	54.5787	1531	45.0989	1527.9	3.09697
54.5934	1978	45.5971	2053	-74.9962	54.5934	1530	45.1136	1527.24	2.7595
54.6081	1977	45.6117	2052.87	-75.8744	54.6081	1529	45.1282	1526.58	2.4213
54.6227	1976	45.6264	2052.75	-76.7528	54.6227	1530	45.1429	1525.92	4.08283
54.6374	1975	45.641	2052.63	-77.6313	54.6374	1531	45.1575	1525.26	5.74409
54.652	1973	45.6557	2052.51	-79.5099	54.652	1533	45.1722	1524.59	8.40507
54.6667	1973	45.6703	2052.39	-79.3886	54.6667	1533	45.1868	1523.93	9.06624
54.6813	1973	45.685	2052.27	-79.2676	54.6813	1533	45.2015	1523.27	9.72669
54.696	1974	45.6996	2052.15	-78.1467	54.696	1533	45.2161	1522.61	10.3869
54.7106	1976	45.7143	2052.03	-76.026	54.7106	1533	45.2308	1521.95	11.0468
54.7253	1978	45.7289	2051.91	-73.9054	54.7253	1533	45.2454	1521.29	11.7064
54.7399	1980	45.7436	2051.78	-71.7849	54.7399	1533	45.2601	1520.63	12.3662
54.7546	1980	45.7582	2051.66	-71.6646	54.7546	1531	45.2747	1519.97	11.0253
54.7692	1981	45.7729	2051.54	-70.5445	54.7692	1530	45.2894	1519.32	10.6842
54.7839	1981	45.7875	2051.42	-70.4245	54.7839	1528	45.304	1518.66	9.34272
54.7985	1982	45.8022	2051.3	-69.3047	54.7985	1527	45.3187	1518	9.00101
54.8132	1982	45.8169	2051.18	-69.185	54.8132	1525	45.3333	1517.34	7.65948
54.8278	1983	45.8315	2051.07	-68.0655	54.8278	1522	45.348	1516.68	5.31723
54.8425	1983	45.8461	2050.95	-67.9461	54.8425	1519	45.3626	1516.03	2.97472
54.8571	1983	45.8608	2050.83	-67.8269	54.8571	1515	45.3773	1515.37	-0.368068
54.8718	1982	45.8755	2050.71	-68.7078	54.8718	1512	45.3919	1514.71	-2.71112
54.8864	1982	45.8901	2050.59	-68.5888	54.8864	1509	45.4066	1514.05	-5.05399
54.9011	1980	45.9048	2050.47	-70.4701	54.9011	1509	45.4213	1513.4	-4.39758
54.9158	1979	45.9194	2050.35	-71.3515	54.9158	1509	45.4359	1512.74	-3.74143
54.9304	1979	45.9341	2050.23	-71.233	54.9304	1508	45.4506	1512.09	-4.08556
54.9451	1977	45.9487	2050.11	-73.1147	54.9451	1508	45.4652	1511.43	-3.42995
54.9597	1975	45.9634	2050	-74.9964	54.9597	1508	45.4799	1510.77	-2.77416
54.9744	1972	45.978	2049.88	-77.8784	54.9744	1509	45.4945	1510.12	-1.11908
54.989	1970	45.9927	2049.76	-79.7606	54.989	1511	45.5092	1509.46	1.53573
55.0037	1968	46.0073	2049.64	-81.6429	55.0037	1510	45.5238	1508.81	1.19027
55.0183	1966	46.022	2049.53	-83.5252	55.0183	1508	45.5385	1508.16	-0.155007
55.033	1965	46.0366	2049.41	-84.4078	55.033	1508	45.5531	1507.5	0.499002
55.0476	1964	46.0513	2049.29	-85.2905	55.0476	1508	45.5678	1506.85	1.15275
